model Year,manufacturer,carline,displacement,cylinders,city,highway,combined,guzzler 
2014,Ford Motor Company,F150 PICKUP 4WD FFV,3.7,6,16,21,18,
2014,Ford Motor Company,F150 PICKUP 4WD FFV,3.7,6,16,21,18,
2014,Ford Motor Company,F150 PICKUP 4WD FFV,5,8,14,19,16,
2014,Ford Motor Company,F150 PICKUP 4WD FFV,5,8,14,19,16,
2014,Ford Motor Company,F150 Raptor Pickup 4WD,6.2,8,11,16,13,
2014,General Motors,K15 SIERRA 4WD,4.3,6,17,22,19,
2014,General Motors,K15 SIERRA 4WD,5.3,8,16,22,18,
2014,General Motors,K15 SIERRA 4WD,6.2,8,14,20,17,
2014,Honda,RIDGELINE 4WD,3.5,6,15,21,17,
2014,Nissan,TITAN 4WD,5.6,8,12,17,14,
2014,Nissan,TITAN 4WD,5.6,8,12,17,14,
2014,Chrysler Group LLC,1500 4X4,3.6,6,16,23,19,
2014,Chrysler Group LLC,1500 4X4,3.6,6,16,23,19,
2014,Chrysler Group LLC,1500 4X4,5.7,8,13,19,15,
2014,Chrysler Group LLC,1500 4X4,5.7,8,15,21,17,
2014,Toyota,TUNDRA 4WD,4.6,8,14,18,16,
2014,Toyota,TUNDRA 4WD,5.7,8,13,17,15,
2014,Toyota,TUNDRA 4WD FFV,5.7,8,13,17,15,
2014,General Motors,G1500 EXPRESS 2WD CARGO,4.3,6,14,19,16,
2014,General Motors,G1500 EXPRESS 2WD CARGO,5.3,8,13,18,15,
2014,General Motors,G1500 EXPRESS CONV 2WD CARGO,5.3,8,13,17,14,
2014,General Motors,G2500 EXPRESS CONV 2WD CARGOMDPV,6,8,10,15,12,
2014,General Motors,H1500 EXPRESS AWD CARGO,5.3,8,13,17,14,
2014,General Motors,H1500 EXPRESS CONV AWD CARGO,5.3,8,13,17,14,
2014,Ford Motor Company,E150 VAN FFV,4.6,8,13,16,15,
2014,Ford Motor Company,E150 VAN FFV,5.4,8,12,16,14,
2014,Ford Motor Company,E250 VAN FFV,4.6,8,13,16,15,
2014,Ford Motor Company,E250 VAN FFV,5.4,8,12,16,14,
2014,Ford Motor Company,E350 VAN,6.8,10,10,14,12,
2014,Ford Motor Company,E350 VAN FFV,5.4,8,12,16,13,
2014,General Motors,G1500 SAVANA 2WD CARGO,4.3,6,14,19,16,
2014,General Motors,G1500 SAVANA 2WD CARGO,5.3,8,13,18,15,
2014,General Motors,G1500 SAVANA CONV 2WD CARGO,5.3,8,13,17,14,
2014,General Motors,G2500 SAVANA CONV 2WD CARGO MDPV,6,8,10,15,12,
2014,General Motors,H1500 SAVANA AWD CARGO,5.3,8,13,17,14,
2014,General Motors,H1500 SAVANA CONV AWD CARGO,5.3,8,13,17,14,
2014,General Motors,G1500 EXPRESS 2WD PASS,5.3,8,13,17,14,
2014,General Motors,G2500 EXPRESS 2WD PASS MDPV,4.8,8,11,17,13,
2014,General Motors,G2500 EXPRESS 2WD PASS MDPV,6,8,11,16,13,
2014,General Motors,G3500 EXPRESS 2WD PASS MDPV,4.8,8,11,17,13,
2014,General Motors,G3500 EXPRESS 2WD PASS MDPV,6,8,11,16,12,
2014,General Motors,H1500 EXPRESS AWD PASS,5.3,8,13,17,14,
2014,Ford Motor Company,E150 WAGON FFV,4.6,8,13,16,14,
2014,Ford Motor Company,E150 WAGON FFV,5.4,8,12,16,13,
2014,Ford Motor Company,E350 WAGON,6.8,10,10,13,11,
2014,Ford Motor Company,E350 WAGON FFV,5.4,8,11,15,13,
2014,General Motors,G1500 SAVANA 2WD PASS,5.3,8,13,17,14,
2014,General Motors,G2500 SAVANA 2WD PASS MDPV,4.8,8,11,17,13,
2014,General Motors,G2500 SAVANA 2WD PASS MDPV,6,8,11,16,13,
2014,General Motors,G3500 SAVANA 2WD PASS MDPV,4.8,8,11,17,13,
2014,General Motors,G3500 SAVANA 2WD PASS MDPV,6,8,11,16,12,
2014,General Motors,H1500 SAVANA AWD PASS,5.3,8,13,17,14,
2014,General Motors,XTS HEARSE,3.6,6,15,21,17,G
2014,General Motors,XTS LIMO,3.6,6,15,21,17,G
2014,Ford Motor Company,Transit Connect Van 2WD,2.5,4,21,29,24,
2014,Ford Motor Company,TRANSIT CONNECT WAGON FWD,2.5,4,20,28,23,
2014,Ford Motor Company,Transit Connect Wagon LWB FWD,2.5,4,20,28,23,
2014,Ford Motor Company,MKT LIVERY FWD,2,4,20,28,23,
2014,Ford Motor Company,MKT LIVERY AWD,3.7,6,17,24,19,
2014,Chrysler Group LLC,Town & Country,3.6,6,17,25,20,
2014,Chrysler Group LLC,Town & Country,3.6,6,17,25,20,
2014,Chrysler Group LLC,Grand Caravan,3.6,6,17,25,20,
2014,Chrysler Group LLC,Grand Caravan,3.6,6,17,25,20,
2014,Honda,ODYSSEY 2WD,3.5,6,19,28,22,
2014,Kia,Sedona,3.5,6,17,24,20,
2014,MAZDA,MAZDA 5,2.5,4,22,28,24,
2014,MAZDA,MAZDA 5,2.5,4,21,28,24,
2014,Nissan,QUEST,3.5,6,19,25,21,
2014,Chrysler Group LLC,C/V,3.6,6,18,26,21,
2014,Toyota,SIENNA,3.5,6,18,25,21,
2014,Chrysler Group LLC,Routan,3.6,6,17,25,20,
2014,Toyota,SIENNA AWD,3.5,6,16,23,19,
2014,Honda,MDX 2WD,3.5,6,20,28,23,
2014,Honda,RDX 2WD,3.5,6,20,28,23,
2014,General Motors,ENCORE,1.4,4,25,33,28,
2014,General Motors,CAPTIVA FWD,2.4,4,20,28,23,
2014,General Motors,CAPTIVA FWD,3,6,17,24,19,
2014,General Motors,EQUINOX FWD,2.4,4,22,32,26,
2014,General Motors,EQUINOX FWD,2.4,4,22,32,26,
2014,General Motors,EQUINOX FWD,3.6,6,17,24,20,
2014,General Motors,EQUINOX FWD,3.6,6,17,24,20,
2014,Chrysler Group LLC,Journey,2.4,4,19,26,21,
2014,Chrysler Group LLC,Journey,3.6,6,17,25,19,
2014,Ford Motor Company,ESCAPE FWD,1.6,4,23,32,26,
2014,Ford Motor Company,ESCAPE FWD,2,4,22,30,25,
2014,Ford Motor Company,ESCAPE FWD,2.5,4,22,31,25,
2014,General Motors,TERRAIN FWD,2.4,4,22,32,26,
2014,General Motors,TERRAIN FWD,2.4,4,22,32,26,
2014,General Motors,TERRAIN FWD,3.6,6,17,24,20,
2014,General Motors,TERRAIN FWD,3.6,6,17,24,20,
2014,Honda,CROSSTOUR 2WD,2.4,4,22,31,25,
2014,Honda,CROSSTOUR 2WD,3.5,6,20,30,23,
2014,Honda,CR-V 2WD,2.4,4,23,31,26,
2014,Honda,PILOT 2WD,3.5,6,18,25,21,
2014,Hyundai,Santa Fe 2WD,3.3,6,18,25,21,
2014,Hyundai,Santa Fe Sport 2WD,2,4,19,27,22,
2014,Hyundai,Santa Fe Sport 2WD,2.4,4,20,27,23,
2014,Hyundai,Tucson 2WD,2,4,23,29,25,
2014,Hyundai,Tucson 2WD,2.4,4,21,28,24,
2014,Nissan,QX60 FWD,3.5,6,20,26,22,
2014,Nissan,QX70 RWD,3.7,6,17,24,19,
2014,Chrysler Group LLC,Cherokee FWD,2.4,4,22,31,25,
2014,Chrysler Group LLC,Cherokee FWD,3.2,6,19,28,22,
2014,Chrysler Group LLC,Compass FWD,2,4,21,28,24,
2014,Chrysler Group LLC,Compass FWD,2,4,22,27,24,
2014,Chrysler Group LLC,Compass FWD,2,4,23,30,26,
2014,Chrysler Group LLC,Compass FWD,2.4,4,21,28,24,
2014,Chrysler Group LLC,Compass FWD,2.4,4,23,28,25,
2014,Chrysler Group LLC,Patriot FWD,2,4,21,28,24,
2014,Chrysler Group LLC,Patriot FWD,2,4,22,27,24,
2014,Chrysler Group LLC,Patriot FWD,2,4,23,30,26,
2014,Chrysler Group LLC,Patriot FWD,2.4,4,21,28,24,
2014,Chrysler Group LLC,Patriot FWD,2.4,4,23,28,25,
2014,Kia,Sorento 2WD,2.4,4,20,26,22,
2014,Kia,Sorento 2WD,2.4,4,19,27,21,
2014,Kia,Sorento 2WD,3.3,6,18,25,21,
2014,Kia,Sportage 2WD,2,4,20,26,23,
2014,Kia,Sportage 2WD,2.4,4,21,28,24,
2014,Toyota,RX 350,3.5,6,18,25,21,
2014,Toyota,RX 450h,3.5,6,32,28,30,
2014,MAZDA,CX-5 2WD,2,4,26,32,29,
2014,MAZDA,CX-5 2WD,2,4,26,35,29,
2014,MAZDA,CX-5 2WD,2.5,4,25,32,27,
2014,MAZDA,CX-9 2WD,3.7,6,17,24,19,
2014,Mercedes-Benz,GLK 350,3.5,6,19,26,22,
2014,Mercedes-Benz,GLK 350,3.5,6,19,25,21,
2014,Mitsubishi Motors Co,OUTLANDER 2WD,2.4,4,25,31,27,
2014,Mitsubishi Motors Co,OUTLANDER SPORT 2WD,2,4,24,31,27,
2014,Mitsubishi Motors Co,OUTLANDER SPORT 2WD,2,4,24,30,26,
2014,Nissan,MURANO FWD,3.5,6,18,24,20,
2014,Nissan,PATHFINDER 2WD,3.5,6,20,26,22,
2014,Nissan,XTERRA 2WD,4,6,16,22,18,
2014,Toyota,FJ CRUISER 2WD,4,6,16,20,18,
2014,Toyota,VENZA,2.7,4,20,26,23,
2014,Toyota,VENZA,3.5,6,19,26,22,
2014,Volkswagen,TIGUAN,2,4,21,26,23,
2014,Volkswagen,TIGUAN,2,4,18,26,21,
2014,Volvo,XC60 FWD,3.2,6,18,26,21,
2014,Volvo,XC70 FWD,3.2,6,18,26,21,
2014,Honda,MDX 4WD,3.5,6,18,27,21,
2014,Honda,RDX 4WD,3.5,6,19,27,22,
2014,Audi,Q5,2,4,20,28,23,
2014,Audi,Q5,3,6,24,31,27,
2014,Audi,Q5,3,6,18,26,21,
2014,Audi,Q5 Hybrid,2,4,24,30,26,
2014,Audi,SQ5,3,6,16,23,19,
2014,BMW,X3 xDrive28i,2,4,21,28,24,
2014,BMW,X3 xDrive35i,3,6,19,26,21,
2014,General Motors,ENCORE AWD,1.4,4,23,30,26,
2014,General Motors,CAPTIVA AWD,3,6,16,22,18,
2014,General Motors,EQUINOX AWD,2.4,4,20,29,23,
2014,General Motors,EQUINOX AWD,2.4,4,20,29,23,
2014,General Motors,EQUINOX AWD,3.6,6,16,23,19,
2014,General Motors,EQUINOX AWD,3.6,6,16,23,19,
2014,Chrysler Group LLC,Journey AWD,3.6,6,16,24,19,
2014,Ford Motor Company,ESCAPE AWD,1.6,4,22,30,25,
2014,Ford Motor Company,ESCAPE AWD,2,4,21,28,24,
2014,General Motors,TERRAIN AWD,2.4,4,20,29,23,
2014,General Motors,TERRAIN AWD,2.4,4,20,29,23,
2014,General Motors,TERRAIN AWD,3.6,6,16,23,19,
2014,General Motors,TERRAIN AWD,3.6,6,16,23,19,
2014,Honda,CROSSTOUR 4WD,3.5,6,19,28,22,
2014,Honda,CR-V 4WD,2.4,4,22,30,25,
2014,Honda,PILOT 4WD,3.5,6,17,24,20,
2014,Hyundai,Santa Fe 4WD,3.3,6,18,24,20,
2014,Hyundai,Santa Fe Sport 4WD,2,4,18,24,21,
2014,Hyundai,Santa Fe Sport 4WD,2.4,4,19,25,21,
2014,Hyundai,Tucson 4WD,2,4,21,25,23,
2014,Hyundai,Tucson 4WD,2.4,4,20,25,22,
2014,Nissan,QX60 AWD,3.5,6,19,25,21,
2014,Nissan,QX70 AWD,3.7,6,16,22,18,
2014,Nissan,QX70 AWD,5,8,14,20,16,
2014,Chrysler Group LLC,Cherokee 4X4,2.4,4,21,28,24,
2014,Chrysler Group LLC,Cherokee 4X4,3.2,6,19,27,22,
2014,Chrysler Group LLC,Cherokee 4x4 Active Drive II,2.4,4,21,27,23,
2014,Chrysler Group LLC,Cherokee 4x4 Active Drive II,3.2,6,19,26,21,
2014,Chrysler Group LLC,Cherokee Trailhawk 4X4,2.4,4,19,25,22,
2014,Chrysler Group LLC,Cherokee Trailhawk 4X4,3.2,6,18,25,20,
2014,Chrysler Group LLC,Compass 4X4,2.4,4,21,27,23,
2014,Chrysler Group LLC,Compass 4X4,2.4,4,20,23,21,
2014,Chrysler Group LLC,Compass 4X4,2.4,4,23,28,25,
2014,Chrysler Group LLC,Patriot 4X4,2.4,4,21,27,23,
2014,Chrysler Group LLC,Patriot 4X4,2.4,4,20,23,21,
2014,Chrysler Group LLC,Patriot 4X4,2.4,4,23,28,25,
2014,Chrysler Group LLC,Wrangler 4X4,3.6,6,17,21,18,
2014,Chrysler Group LLC,Wrangler 4X4,3.6,6,17,21,18,
2014,Chrysler Group LLC,Wrangler Unlimited 4X4,3.6,6,16,20,18,
2014,Chrysler Group LLC,Wrangler Unlimited 4X4,3.6,6,16,21,18,
2014,Kia,Sorento 4WD,2.4,4,19,24,21,
2014,Kia,Sorento 4WD,3.3,6,18,24,20,
2014,Kia,Sportage 4WD,2,4,19,24,21,
2014,Kia,Sportage 4WD,2.4,4,19,26,22,
2014,Jaguar Land Rover L,LR2,2,4,17,24,20,
2014,Toyota,RX 350 AWD,3.5,6,18,24,20,
2014,Toyota,RX 350 AWD,3.5,6,18,26,21,
2014,Toyota,RX 450h AWD,3.5,6,30,28,29,
2014,Ford Motor Company,MKT AWD,3.5,6,16,23,18,
2014,MAZDA,CX-5 4WD,2,4,25,31,28,
2014,MAZDA,CX-5 4WD,2.5,4,24,30,26,
2014,MAZDA,CX-9 4WD,3.7,6,16,22,18,
2014,Mercedes-Benz,GLK 250 BLUETEC 4MATIC,2.1,4,24,33,28,
2014,Mercedes-Benz,GLK 350 4MATIC,3.5,6,19,25,21,
2014,Mercedes-Benz,GLK 350 4MATIC,3.5,6,18,25,21,
2014,Mitsubishi Motors Co,OUTLANDER 4WD,2.4,4,24,29,26,
2014,Mitsubishi Motors Co,OUTLANDER 4WD,3,6,20,28,23,
2014,Mitsubishi Motors Co,OUTLANDER SPORT 4WD,2,4,24,29,26,
2014,Nissan,MURANO AWD,3.5,6,18,23,20,
2014,Nissan,MURANO CrossCabriolet,3.5,6,17,22,19,
2014,Nissan,PATHFINDER 4WD,3.5,6,19,25,21,
2014,Nissan,XTERRA 4WD,4,6,15,20,17,
2014,Nissan,XTERRA 4WD,4,6,16,20,17,
2014,Subaru,FORESTER AWD,2,4,23,28,25,
2014,Subaru,FORESTER AWD,2.5,4,24,32,27,
2014,Subaru,FORESTER AWD,2.5,4,22,29,24,
2014,Subaru,OUTBACK AWD,2.5,4,24,30,26,
2014,Subaru,OUTBACK AWD,2.5,4,22,29,24,
2014,Subaru,OUTBACK AWD,3.6,6,17,25,20,
2014,Subaru,TRIBECA AWD,3.6,6,16,21,18,
2014,Subaru,XV CROSSTREK AWD,2,4,25,33,28,
2014,Subaru,XV CROSSTREK AWD,2,4,29,33,31,
2014,Subaru,XV CROSSTREK AWD,2,4,23,30,26,
2014,Toyota,FJ CRUISER 4WD,4,6,17,20,18,
2014,Toyota,FJ CRUISER 4WD,4,6,15,18,16,
2014,Toyota,VENZA 4WD,2.7,4,20,26,22,
2014,Toyota,VENZA 4WD,3.5,6,18,25,21,
2014,Volkswagen,TIGUAN 4MOTION,2,4,20,26,23,
2014,Volvo,XC60 AWD,3,6,17,24,20,
2014,Volvo,XC60 AWD,3.2,6,18,25,20,
2014,Volvo,XC70 AWD,3,6,17,24,20,
2014,Volvo,XC70 AWD,3.2,6,18,25,21,
2014,General Motors,ENCLAVE FWD,3.6,6,17,24,19,
2014,General Motors,ESCALADE 2WD,6.2,8,14,18,16,
2014,General Motors,ESCALADE ESV 2WD,6.2,8,14,18,16,
2014,General Motors,SRX 2WD,3.6,6,17,24,19,
2014,General Motors,C10 SUBURBAN 2WD,5.3,8,15,21,17,
2014,General Motors,C10 TAHOE 2WD,5.3,8,15,21,17,
2014,General Motors,TRAVERSE FWD,3.6,6,17,24,19,
2014,Chrysler Group LLC,Durango RWD,3.6,6,18,25,20,
2014,Chrysler Group LLC,Durango RWD,5.7,8,14,23,17,
2014,Ford Motor Company,EXPEDITION 2WD FFV,5.4,8,14,20,16,
2014,Ford Motor Company,EXPLORER FFV 2WD,3.5,6,17,24,20,
2014,Ford Motor Company,EXPLORER FWD,2,4,20,28,23,
2014,Ford Motor Company,EXPLORER FWD,3.5,6,17,24,20,
2014,Ford Motor Company,FLEX FWD,3.5,6,18,25,20,
2014,General Motors,ACADIA FWD,3.6,6,17,24,19,
2014,General Motors,C10 YUKON  XL 2WD,5.3,8,15,21,17,
2014,General Motors,C10 YUKON  XL 2WD,6.2,8,14,18,16,
2014,General Motors,C10 YUKON 2WD,5.3,8,15,21,17,
2014,General Motors,C10 YUKON 2WD,6.2,8,14,18,16,
2014,Nissan,QX60 FWD,2.5,4,26,28,26,
2014,Nissan,QX80 2WD,5.6,8,14,20,16,
2014,Chrysler Group LLC,Grand Cherokee 4X2,3,6,22,30,25,
2014,Chrysler Group LLC,Grand Cherokee 4X2,3.6,6,17,25,20,
2014,Chrysler Group LLC,Grand Cherokee 4X2,5.7,8,14,22,17,
2014,Ford Motor Company,MKT FWD,3.7,6,17,25,20,
2014,Ford Motor Company,NAVIGATOR 2WD FFV,5.4,8,14,20,16,
2014,Mercedes-Benz,ML 350,3.5,6,18,24,20,
2014,Nissan,ARMADA 2WD,5.6,8,13,19,15,
2014,Nissan,ARMADA 2WD,5.6,8,12,19,15,
2014,Nissan,PATHFINDER Hybrid 2WD,2.5,4,25,28,26,
2014,Toyota,4RUNNER 2WD,4,6,17,22,19,
2014,Toyota,SEQUOIA 2WD,5.7,8,13,17,15,
2014,Volvo,XC90 FWD,3.2,6,16,25,19,
2014,Audi,Q7,3,6,19,28,22,
2014,Audi,Q7,3,6,16,22,18,
2014,BMW,X5 sDrive35i,3,6,19,27,22,
2014,BMW,X5 xDrive35i,3,6,18,27,21,
2014,BMW,X5 xDrive50i,4.4,8,14,22,17,
2014,BMW,X6 M,4.4,8,13,17,15,
2014,BMW,X6 xDrive35i,3,6,17,24,20,
2014,BMW,X6 xDrive50i,4.4,8,14,21,17,
2014,General Motors,ENCLAVE AWD,3.6,6,16,22,18,
2014,General Motors,ESCALADE AWD,6.2,8,13,18,15,
2014,General Motors,ESCALADE ESV AWD,6.2,8,13,18,14,
2014,General Motors,SRX AWD,3.6,6,16,23,18,
2014,General Motors,K10 SUBURBAN 4WD,5.3,8,15,21,17,
2014,General Motors,K10 TAHOE 4WD,5.3,8,15,21,17,
2014,General Motors,TRAVERSE AWD,3.6,6,16,23,19,
2014,Chrysler Group LLC,Durango AWD,3.6,6,17,24,19,
2014,Chrysler Group LLC,Durango AWD,5.7,8,14,22,16,
2014,Ford Motor Company,EXPEDITION 4WD FFV,5.4,8,13,18,15,
2014,Ford Motor Company,EXPLORER AWD,3.5,6,17,23,19,
2014,Ford Motor Company,EXPLORER AWD,3.5,6,16,22,18,
2014,Ford Motor Company,EXPLORER FFV AWD,3.5,6,17,23,19,
2014,Ford Motor Company,FLEX AWD,3.5,6,16,23,18,
2014,Ford Motor Company,FLEX AWD,3.5,6,17,23,19,
2014,General Motors,ACADIA AWD,3.6,6,16,23,18,
2014,General Motors,K10 YUKON  4WD,5.3,8,15,21,17,
2014,General Motors,K10 YUKON DENALI AWD,6.2,8,13,18,15,
2014,General Motors,K10 YUKON XL 4WD,5.3,8,15,21,17,
2014,General Motors,K10 YUKON XL AWD,6.2,8,13,18,14,
2014,Nissan,QX60 AWD,2.5,4,25,28,26,
2014,Nissan,QX80 4WD,5.6,8,14,20,16,
2014,Chrysler Group LLC,Grand Cherokee 4X4,3,6,21,28,24,
2014,Chrysler Group LLC,Grand Cherokee 4X4,3.6,6,17,24,19,
2014,Chrysler Group LLC,Grand Cherokee 4X4,5.7,8,14,20,16,
2014,Chrysler Group LLC,Grand Cherokee SRT8,6.4,8,13,19,15,
2014,Jaguar Land Rover L,Land Rover LR4,3,6,14,19,16,
2014,Jaguar Land Rover L,Range Rover,3,6,17,23,19,
2014,Jaguar Land Rover L,Range Rover,5,8,13,19,15,
2014,Jaguar Land Rover L,Range Rover FFV,3,6,17,23,19,
2014,Jaguar Land Rover L,Range Rover FFV,5,8,14,19,16,
2014,Jaguar Land Rover L,Range Rover Sport,3,6,17,23,19,
2014,Jaguar Land Rover L,Range Rover Sport,5,8,14,19,16,
2014,Jaguar Land Rover L,Range Rover Sport FFV,3,6,17,23,19,
2014,Jaguar Land Rover L,Range Rover Sport FFV,5,8,14,19,16,
2014,Toyota,GX 460,4.6,8,15,20,17,
2014,Toyota,LX 570,5.7,8,12,17,14,
2014,Ford Motor Company,NAVIGATOR 4WD FFV,5.4,8,13,18,15,
2014,Mercedes-Benz,G 550,5.5,8,12,15,13,
2014,Mercedes-Benz,G 63 AMG,5.5,8,12,14,13,
2014,Mercedes-Benz,GL 350 BLUETEC 4MATIC,3,6,19,26,22,
2014,Mercedes-Benz,GL 450 4MATIC,4.7,8,14,19,16,
2014,Mercedes-Benz,GL 550 4MATIC,4.7,8,13,18,15,
2014,Mercedes-Benz,GL 63 AMG,5.5,8,13,17,14,
2014,Mercedes-Benz,ML 350 4MATIC,3.5,6,17,22,19,
2014,Mercedes-Benz,ML 350 4MATIC,3.5,6,17,22,19,
2014,Mercedes-Benz,ML 350 BLUETEC 4MATIC,3,6,20,28,23,
2014,Mercedes-Benz,ML 550 4MATIC,4.7,8,14,19,16,
2014,Mercedes-Benz,ML 63 AMG,5.5,8,13,17,15,
2014,Nissan,ARMADA 4WD,5.6,8,12,18,14,
2014,Nissan,ARMADA 4WD,5.6,8,12,18,14,
2014,Nissan,PATHFINDER Hybrid 4WD,2.5,4,25,27,26,
2014,Porsche,Cayenne,3.6,6,17,23,20,
2014,Porsche,Cayenne,3.6,6,15,22,17,
2014,Porsche,Cayenne Diesel,3,6,20,29,23,
2014,Porsche,Cayenne GTS,4.8,8,15,21,17,
2014,Porsche,Cayenne S,4.8,8,16,22,18,
2014,Porsche,Cayenne S Hybrid,3,6,20,24,21,
2014,Porsche,Cayenne Turbo,4.8,8,15,22,17,
2014,Porsche,Cayenne Turbo S,4.8,8,14,20,16,
2014,Toyota,4RUNNER 4WD,4,6,17,21,18,
2014,Toyota,4RUNNER 4WD,4,6,17,21,18,
2014,Toyota,LAND CRUISER WAGON 4WD,5.7,8,13,18,15,
2014,Toyota,SEQUOIA 4WD,5.7,8,13,17,14,
2014,Toyota,SEQUOIA 4WD FFV,5.7,8,13,17,14,
2014,Volkswagen,TOUAREG,3,6,20,29,23,
2014,Volkswagen,TOUAREG,3.6,6,17,23,19,
2014,Volkswagen,Touareg Hybrid,3,6,20,24,21,
2014,Volvo,XC90 AWD,3.2,6,16,23,18,
